chr,en,num_words
ᎤᎵᏑᏫᏓ ᏥᎨᏒ ᎬᏂᎨ ᎤᏍᎪᎸ ᏄᎵᏍᏔᏅ.,All color was damped down to shades of grey.,9
ᎠᎾᏛᎩᏍᎨ ᎤᏂᏃᏕᎾ ᏂᏗᏂᏪᏍᎬ ᎨᏥᏍᏚᎲ.,They could hear sheep blatting in their pens.,8
ᏗᏂᏲᏟ ᎣᎯᏍᏙᏗ ᎤᎾᏛᎦᏍᏙᎢ ᎠᏎᏉ ᏧᎾᏛᎾ.,Children pay better attention than grownups.,6
"ᏣᏥ ᏥᎨᏒ ᏱᎬᏩᏚᎵ ᏍᎩᎾᎾ ᎢᏳᎵᏍᏙᏗ, ᏥᎦᏔᎭ.”","Your mother wouldn’t want that to happen, I’m sure.”",9
ᎨᏍᏗ ᎭᏩ ᏱᎩ ᎮᎵᏍᎨ ᏧᏓᏏ,Buddy could not believe his ears,6
”ᏌᎳᏓᎩ?” ᎤᏛᏁ ᎪᏱᏁ.,“Charlotte?” said Mrs. Arable.,4
"“ᏂᎯ ᏣᏤᎵ,” ᎤᏛᏁ ᎡᎶᏗ.","“He’s yours,” said Mr. Arable.",5
ᎦᎸᎳᏗ ᎠᏓᏅᏖᎵᏙ ᎤᏥᎸ ᎤᏛᏅ.,"Major Cotton, he said.",4
“ᏣᏄᏏ ᏍᎩᏍᏕᎳ ᏫᏂᏯ ᎧᏁᏌᎢ.”,"“Lurvy, help with the crate!”",5
ᏃᏗ ᎤᏢᏁ.,Then she slept.,3
ᎣᏍᏓ ᎭᏂ ᏙᏱ.”,It’s wonderful out here.”,4
"ᎭᎾ ᏪᏙᎮ ᏧᏍᏆᏴᏍᏗ, ᎠᏑᏰᎯᏙᎮ.","Templeton was down there now, rummaging around.",7
ᏫᎵᎻ ᎦᎷᏯᏍᏗ ᎠᎩᏩᏛᎲ ᏩᎩᎷᏣᏉ.,Bill Axe sought me out immediately upon my arrival.,9
ᎨᏍᏗ ᏰᎵᏉ ᏱᎩ ᏇᎯ ᎤᏩᏌ.,And I was not content with just the quail.,9
“ᎣᏁ ᎤᏅᏏᏴᎢ.”,“Up in this back corner.”,5
"“Ꭵ, ᎤᏙᎯᏳᎭ,” ᎤᏓᏅᏖᏙᏗ ᏄᏪᏎ ᏌᎳᏓ.","“Yes, it’s true,” sighed Charlotte.",5
"“ᎭᏕᏬ,” ᎤᏛᏁ ᎦᏂᎦᏔ ᎡᎹᏂᏓ.","“Oh, no,” said Dr. Dorian.",5
ᏅᏯ ᏓᎵᎦᎷᏯᏍᎬ ᏗᏓᎴᎲᏍᎦ ᎦᏓ.,Soil comes from rocks breaking down.,6
ᏚᎦᏔᎾᏫᏍᏔᏅ ᏧᎦᏌᏬᎸ ᏃᎴ ᎡᏝᏪᎯ ᏄᎵᏍᏔᏅ ᏩᏏᏓᏂ .,Wasseton blinked back tears and shut up.,7
ᏌᎳᏓ ᏥᏄᏍᏕ ᎤᏐᏱ ᎨᏎᎢ.,It looked just like Charlotte.,5
"ᏫᎵᎻ ᏍᏉ, ᎢᏳᏍᏗᏉ ᎠᎩᏍᎩ, ᎤᏁᎸᎮ.","Even Wilbur, who could eat almost anything, was appalled.",9
ᏂᎦᏓ ᏧᎵᎬᏩᏟ ᎨᏒ ᎤᏃᏪᎳᏅ ᎪᏪᎵ.,Everything of value was noted down in his ledger.,9
"ᎹᎦ, ᎡᎵᏍᏓᎦ, ᏗᎹ, ᎷᎦ, ᎢᏧᎳᎭ ᏦᎩᎸᏫᏍᏓᏁᎯ","and so do Mark, Aristarchus, Demas, Luke, my fellow-workers.",9
"“Ꭵ, Ꭵ, Ꭵ!”","“Oink, oink, oink!”",3
ᏲᎾ ᎤᏤᏍᏙ ᏃᎴ ᎡᎳᏆᏗ ᏧᎾᏓᎾᏫᏛᎮ.,Fern and Avery jumped to the ground.,7
"ᎤᏍᏆᏙᎾᏃ, ᎤᏂᎾᏅᎩᏒ ᏧᏪᏯ ᏗᏣ.","When he finished, they headed toward the river.",8
ᎢᏳᏍᏗᏉ ᎢᏳᎾᏛᏁᏗ ᏴᏫ!” ᏚᏌᏬᎴ ᏫᎵᎻ.,Wilbur burst into tears.,4
ᎤᏤᏍᏙ ᎤᏩᏌᏆᎴᎲ ᎾᎥᏂ ᎤᎵᏍᏛᏧᏅ.,Perry settled back against his bedroll.,6
ᎦᏅᏍᏓ ᏭᏴᎮ.,Then he picked up a stick.,6
"”ᎭᏩ,” ᎤᏛᏁ ᏌᏌ, ”ᎨᏍᏗᏗ ᎠᏯ ᎪᎱᏍᏗ ᎠᏆᏓᏅᏖᏙᏗ ᏱᎩ.","“Well,” said the goose, “that’s not my trouble.",8
ᏥᏍᎦᎲᎾ.,I was terrified.,3
ᎤᎵᏍᏆᎸᏗᏃ ᎠᎨᏴ ᎾᏍᏉ ᎤᏲᎱᏒᎩ.,"And after them all, the woman died.",7
”ᏧᏍᏆᏅᎾ.”,“A blanket.”,2
ᎢᏓᎵᏅᏟ ᏍᎩᏯᏅᏓᏗᏍᎨᏍᏗ ᎢᏣᏓᏙᎵᏍᏗᏍᎬᎢ.,"Brethren, pray for us.",4
ᎾᏍᎩ ᎾᏍᏉ ᎬᏂᎨᏒ ᎢᏲᎲᏁᎸᎯ ᏕᏣᏓᎨᏒ ᎠᏓᏅᏙ ᎢᏳᏩᏂᏌᏛ.,who also declared unto us your love in the Spirit.,10
ᎠᏎᏃ ᎤᏩᏙᎯᏴᏓ ᎠᏆᏓᏅᏔ.,But I feel peaceful.,4
"ᎠᎴ ᎠᏴ ᏫᏥᎦᏛ ᎢᏥᎦᏔᎭ, ᎠᎴ ᏫᎦᏅᏅ ᎢᏥᎦᏔᎭ.","And whither I go, ye know the way.",8
ᎯᏂᏅᎪᎢ!”,Let's get out of here!”,5
ᎤᏃᎴ ᎤᏤᎵ ᎢᎦ ᎨᏎ!,It's a Wendy day!,4
"”ᎡᎵᏍᏗ ᎤᏲ ᎨᏎᎢ,” ᎤᏛᏁ ᏌᏌ.","“It's a dud, I guess,” said the goose.",8
ᎤᏓᏅᎯᏓ ᏅᏩᏍᏕ ᎤᏒᎯ.,The night seemed long.,4
ᏕᏥᎦᎾᏬᏗᎭ.,Got to keep them toasty-oasty—oasty warm.,6
"ᎤᏰᏤ, ᎤᏍᏗ ᎭᎸᏂ ᎢᏳᏍᏗ.",She laughed a tinkling little laugh.,6
ᎪᎱᏍᏗ ᎣᏍᏓ ᎠᏒᎩ ᎤᏩᏩᏒᏤ ᏧᏍᏆᏴᏍᏗ.,Templeton’s keen nose detected many fine smells in the air.,10
ᏗᏑᏫᏓ ᏧᎳᏑᏟ ᏓᏣᏯᏓᏍᎩᏍᎬ.,Polished ankle boots dangled in space.,6
ᎨᏍᏗ ᎪᎱᏍᏗ ᏰᎵᏍᎨ ᏫᎵᎻ.,Wilbur didn’t care.,3
"ᏓᏥᏩᏛᎯ ᎢᏗᎬᎾᏗ ᏗᎪᏪᎶᏗ ᎠᏯ ᎢᎩᏠᏯ ᎢᏗᏴᏫ, ᎤᏛᏁᎢ.","I will invent writing for our people, he said.",9
ᎣᏏᏉ ᏄᏛᎾᏕᎦ.”,He's fine.”,2
ᏤᏍᏗ ᎤᏁᎦᎭ ᏣᎧᏛ ᏱᏍᎩᏃᎯᏎᎮᏍᏗ ᏄᏍᏛ ᎤᏩᏙᎯᏴᏓ.,Don’t come all white-faced telling me about peace.,8
ᎿᏉᏃ ᏉᎳ ᎤᏓᏅᏒᎩ ᎠᏂᏅᎢ.,Thus Paul went out from among them.,7
ᎠᏍᏕᎵᎭ ᎦᏓᏁ ᏃᎴ ᎤᎵᏏᎩ ᎤᏳᏓᏍᏙᏗ ᎠᏒᏆᎶᏍᏗ ᎭᏫᏂᏣ.,This helps keep it wet and dark under the log.,10
ᎡᏝᏪᎯ ᎤᏪᏞ ᏌᎳᏓ.,Charlotte just sat quietly.,4
ᎠᏯᏗ ᏗᏥᏅᎥᏍᎩ.,I vote.,2
"ᏂᎦᏓ ᎠᏍᏆᏂᎪᏗᏍᎨ.)  ”ᎤᏙᎯᏳᎯ, ᎢᏳᎯ, ᎢᏳᎯ,” ᎤᏛᏁ ᏌᏌ ᎠᏨᏯᎢ.","He saved everything.) Certainly-ertainly-ertainly,” said the gander.",7
"”ᎯᏣᏛᎦᏍᏓ, ᎭᏩᏧ!” ᎱᏛᏁᎢ.","“Attention, please!” he said.",4
ᏐᏉ ᎢᏯᎦᏴᎵᏉ ᎾᏂᎠ.,We have never been more than a thousand souls.,9
"ᎤᎬᏫᏳᎯᏃ ᎯᎠ ᏄᏪᏎᎢ, ᎢᏣᎦᏌᏯᏍᏓ ᏂᏚᏳᎪᏛᎾ ᎢᏯᏛᏁᎯ ᏗᎫᎪᏗᏍᎩ ᏂᎦᏪᏍᎬᎢ.","And the Lord said, Hear what the unrighteous judge saith.",10
"ᎠᎴ ᎠᏏ ᎤᏂᏣᏛᎩ ᎤᏃᎯᏳᏅᎩ, ᏅᏓᎦᎵᏍᏙᏗᏍᎬᎩ ᎤᏩᏒ ᎧᏁᎬᎢ;",And many more believed because of his word;,8
"“ᎭᏩ,” ᎤᏛᏁ ᎪᏱᏁᎢ.",“Well!” said Mrs. Arable.,4
ᎭᏩ.,Oh.,1
"”ᎬᏂᎨ ᎤᏍᎪᎸ ᎧᏅᏂᏍᎩᏉ,” ᎤᏛᏁ ᎰᎻ.","“It’s just a common grey spider,” said Zuckerman.",8
"ᎾᏍᎩ ᎩᎶ ᎪᎯᏳᎲᏍᎨᏍᏗ, ᎤᏲᎱᎯᏍᏗᏱ ᏁᎨᏒᎾ, ᎬᏂᏛᏍᎩᏂ ᎤᏩᏛᏗ.",that whosoever believeth may in him have eternal life.,9
Ꮭ ᎤᏟᎢᎦ ᏲᏣᎦᏎᏍᏓᏁᎴ ᎢᎬᏱ ᎥᏍᎩ ᏄᏛᏁᎳ.,We didn't pay much attention to him that first night.,10
ᎤᏟᏍᏓ ᎰᎻ ᏭᏴᏅᎮ ᏣᏄᏏ.,Lurvy rushed and called Mr. Zuckerman.,6
Ꮟ ᏐᏉ ᎢᏳᏩᎬᏗ ᏭᏂᏌᏙᏴ ᏭᏂᏴᏍᏔᏁᎢ ᎧᏁᏌᎢ.,With a final heave they jammed him into the crate.,10
ᎡᏝᏪᎯ ᏚᎷᏫᏍᏔᏁᎮ ᎪᏱᏁᎢ.,Mrs. Arable worked silently.,4
"ᏏᎵᏱᏃ ᎠᎴ ᏏᎵᏏᏱ ᎤᎶᏒᎩ, ᏓᎵᏂᎪᎯᏍᏗᏍᎬᎩ ᏧᎾᏁᎶᏗ ᏚᎾᏓᏈᏩᏗᏒᎢ.","And he went through Syria and Cilicia, confirming the churches.",10
ᎭᏫᏂ ᎠᏙᎯ ᎤᏍᎦᏎᏗ ᎤᎧᎭᏛ.,Deep woods are haunted places in the fog.,8
ᎥᏝ ᎢᏣᏓᏂᏯᏛ ᏴᏓᏨᏴᏕᏥ; ᏛᏨᎷᏤᎵ.,I will not leave you desolate: I come unto you.,10
ᎨᎵ ᎧᏂᎩᏓ.,Claire gone.,2
ᎠᎰᎵᏃ ᎤᏍᏚᎢᏒ ᏚᏪᏲᏁ ᎯᎠ ᏄᏪᏎᎢ;,"and he opened his mouth and taught them, saying,",9
”ᎣᎯᏍᏙᏗ ᏗᎦᎷᏫᏍᏔᏁᎸ.”,“It means ‘great work.’,4
ᎩᏴᎭᎦ.,Just get in.,3
”ᏥᏂᎦᏕᎶᎣᏍᎪ ᎤᏍᏆᏂᎩᏗ ᎨᏒ ᏏᏆ.”,“I’ve always noticed that pig. He’s quite a pig.”,9
“ᏥᏙᎩᏯᎷᎦ ᏔᎵ ᎢᎦ ᏗᎳᏑᎶᎢ.”,Let's hunt down two more shoes.,6
ᎠᏍᏓ ᎦᏗᏆᎸᏕᏯᏍᏛ ᎠᎩᎬ ᎢᏳᏍᏗ ᎾᏆᎵᏍᏔᏁ.,“I feel as though I’d eaten a spool of thread.,10
ᎤᎵᏍᏆᎸᏗ ᏓᏓᎪᏪᎳᏂ ᎯᎪ ᎤᏒᎯ.”,“I shall be writing tonight for the last time.,9
ᏎᎦᏨ ᏍᏉ ᎤᏰᏤ ᎰᎻ.,"Finally Mr. Zuckerman had to laugh, too.",7
"(ᎥᏝᏍᎩᏂᏃᏅ ᏥᏌ ᎤᏩᏒ ᏱᏓᏓᏬᏍᎨᎢ, ᎬᏩᏍᏓᏩᏗᏙᎯᏉᏍᎩᏂ,)","(although Jesus himself baptized not, but his disciples),",8
Ꮟ ᎨᏍᏗ ᏱᏧᏁᏣ.,No answer.,2
"ᎠᎦᏓ ᏄᏟᏂᎬᎦ ᎧᏅᏂᏍᎩ ᏚᏏᎳᏛ, ᎠᏎᏉ ᏄᏍᏛᎢ ᏗᎧᏃᏗ.",A spider’s web is stronger than it looks.,8
ᎠᏎᏃ ᏤᏍᏗ ᏱᏣᏓᏅᏖᏗᏍᎨᏍᏗ.,But I don’t want you to worry about me.,9
"ᎯᏌᏙᏯ- ᎯᏌᏙᏯ - ᎯᏌᏙᏯ - ᎯᏌᏙᏯ, ᏃᏗ ᎩᏅᎪᎢ!”","Push on it, push-push-push on it, and come on out!”",10
"ᏰᎵ ᎪᎯᏛ ᏂᏓᎩᎷᏍᏔᏁᎰ ᏥᏍᏕᎵᏍᎬ ᏲᎾ, ᏗᎦᏤᎵ ᏴᏫ ᎤᎾᎵᏍᏕᎸᏙᏗ.","I’ve worked so long for Bear, for our people.",9
ᎤᏔᎷᎩᏍᎨ ᎤᏁᎦᎸ.,His skin shone.,3
"ᏌᎴᎫᏏᏃ ᎣᎦᏚᎩᏒ, ᎾᎿ ᏦᎢ ᏃᎩᏒᎸᎩ.","And touching at Syracuse, we tarried there three days.",9
ᎧᏂᎩᏓ ᏤᏠᎯ.,There would be no one to feed you.,8
ᎧᏂᎩᏛ ᏥᏍᏚ ᎠᎴ ᎬᎵ.,No hares or coons.,4
ᏌᎳᏓ ᎱᎴᏅᎮ ᏓᏏᎳᏛᎥᏍᎬ.,Charlotte returned to her weaving.,5
ᎤᎿᏛ ᎤᏪᏯ ᏗᏣ ᏗᎠᎢᏒ ᏙᏯ.,"There, in the direction of the river, Beaver was coming.",10
"ᎤᎾᏥᏍᏈᏍᏛᏃ ᏓᎶᏂᎨ ᏒᎦᏔ ᎤᎾᏔ, ᏚᏩᏅᎦᏢᏃ ᏚᏓᎨᏒᎢ ᏚᏘᏌᏕᎢ.","So many yellow apples, the branches bowed from the weight.",10
ᎤᏙᎯᏳᎲᏉ!,"Oh, honestly!”",2
ᎤᏍᏉᏟ ᎠᎩᏟᏲᎨ ᏄᏍᏛᏉ ᎠᎵᏍᏔᏴᎲᏍᎬ.,His bowels suffered greatly from such diet.,7
ᎾᏍᎩ ᎤᏤᎵ ᎨᏎᏍᏗ ᎦᎸᏉᏗᏳ ᎨᏒ ᎠᎴ ᎤᎬᏫᏳᎯ ᎨᏒ ᏂᎪᎯᎸ ᎤᎵᏍᏆᏗᏍᏗ ᏂᎨᏒᎾ. ᎡᎺᏅ.,To him be the dominion for ever and ever. Amen.,10
ᎠᏤᎯᎨᏍᏗᏗᏅ ᎠᏆᏛᏅ.,"One of those new sorts then, I said.",8
ᎿᏉᏃ ᎠᏂᏧᏏ ᎯᎠ ᏄᏂᏪᏒᎩ; ᎬᏂᏳᏉ ᏂᎦᎡ ᎤᎨᏳᎯᏳ ᎨᏎᎢ.,"The Jews therefore said, Behold how he loved him!",9
Ꮭ ᎩᎶ ᎰᏩ ᏰᎵᏍᎨ.,No one believed him.,4
“ᎦᏨ ᎢᏴᎯ?” ᎤᏛᏛᏁ ᏫᎵᎻ.,“But where?” asked Wilbur.,4
“ᏙᎢᏳᏍᏗ ᎯᎪᏩᏗᎭ?” ᎤᏛᏛᏁ ᏫᎵᎻ.,“What do you see?” asked Wilbur.,6
ᎣᏍᏓ ᎠᏒᎨ ᎠᎵᏍᏓᏴᏗ.,The food smelled appetizing.,4
"ᎢᎦ ᏒᎮᏱᏣ ᎤᎶᏐᏅ, ᏃᎴ ᎤᏓᏏᏂᏕᎾ ᎤᎷᏨ.","The afternoon passed, and evening came.",6
"ᏃᏉ, ᎨᎵᏍᎬ, ᎦᏙᎭᏃ ᏳᏛᏁᎢ?","Now I think, What more could she have said?",9
"“ᎭᏩ, ᎠᏯᏗ ᏔᎵᏁᎢ,” ᎤᏛᏁ ᏌᎳᏓ.","“All right,” said Charlotte, “I’m next.”",6
"ᎠᏍᎦᏂ ᎨᏒᎢ, ᏂᎬᏉᎯᏳᎲᏍᎬᎾ ᎨᏒ ᎢᏳᏍᏗ;","of sin, because they believe not on me;",8
ᏐᏉ ᎢᎦ ᎤᏕᎶᎰᏎ ᎠᏲᏟᎨ ᏂᎦᎵᏍᏗᏍᎬ ᎠᎹ ᎦᏁᎲ.,One day he realized the pool seemed smaller.,8
"ᏱᏤᎵᏌ, ᏙᏳᏍᏗ ᎠᏙᎯ ᎧᏂᎩᏓ ᏱᎩ ᎤᎪᏏᏓ ᎢᏯᏅᏁ?",Can you imagine this forest without decomposers?,7
ᎠᏰᎵᏍᎨᎢᏉ ᏂᎦᏪᏍᎬ ᏫᎵᎻ.,He began imitating Wilbur’s voice.,5
“ᏂᎦᏓᏍᎪᏃ ᏓᏤᏏ?” ᎤᏛᏛᏁ ᏫᎵᎻ.,“Are all of you going?” asked Wilbur.,7
ᎤᏗᎦᎴᏲᏤ ᎧᏃᎮᏓ.,The news spread.,3
ᎩᎦᎨᏃ ᎠᏓ ᏥᏕᏈᎦ.,They are redwood trees.,4
ᎪᏍᏓᏱ ᏗᎦᏘᏍᏙᏗ ᎦᏰᏌᏛᎢ,Spearfinger,1
ᎪᎯᎢᏴ ᎩᎳ ᎤᏬᏂᏎ.,After a bit she spoke.,5
ᎫᏒᏗ ᏄᏩᏅᏓᎩᏎ ᎨᏂᏗ ᏗᎦᎶᏔᏅ ᎧᏁᏌᎢ.,He took the cover off the candy box.,8
ᏍᏔᏯ ᏓᏆᎧᎾᏅ ᎦᏲᏟ ᎤᏔᎶᎩ.,"She stared at me hard, lips parted.",7
"“ᎭᏩᏃ, ᎠᏉᏚᎯ,” ᎤᏛᏁ ᏌᎳᏓ.","“Well, I am pretty,” replied Charlotte.",6
ᎤᏍᏗ ᏦᎳᏂ ᎤᏓᏴᎳᏔᏁ ᎤᎸᏌᏛ.,"Through a small window, a faint gleam appeared.",8
“ᏗᏤᎾ!” ᎤᏦᏱᎴᎢ,Oh come back! he cried and cried,7
ᏥᎸᏍᎦ ᏃᏉ.,I'm getting sleepy.,3
"”ᏗᏁᎶᏗᎩ?” ᎤᏛᏁ ᏧᏍᏆᏴᏍᏗ, ᏕᎦᏄᏖᏲᎮ ᏚᏄᏌᏛ.","“Play? ” said Templeton, twirling his whiskers.",7
ᎠᏂᎧᏔᎮᎢ ᎢᏳᏉ ᎤᎴᏅᏗ ᏗᏙᎴᏆᏍᏗ.,They knew that school would soon begin again.,8
”ᏥᎦᏔ ᎢᏳᏍᏗ ᏂᎦᏛᏁᎲ.,“I know what I'm doing.,5
"”ᏧᎬᎢ ᎦᎵᏦᏕ ᎯᎾᏁᏍᎬᎳ,” ᎤᏛᏁ ᎡᎳᏆᏗ.","“Let’s build a tree house,” suggested Avery.",7
ᎤᏁᎷᏁᎢ ᏌᏌ.,The geese cheered.,3
ᎭᏓᏄᏖᏯᎦ ᏃᎴ ᎭᎧᏔᎲᎾ!”,Twist and turn!”,3
"ᎿᏉᏃ ᏥᏌ ᏚᏬᏁᏔᏅᎩ ᎤᏂᏣᏘ ᎠᎴ ᎬᏩᏍᏓᏩᏗᏙᎯ,","Then spake Jesus to the multitudes and to his disciples,",10
ᎢᏳᏓᎵ ᎠᏓᏅᏖᏍᎨ ᏌᎳᏓ.,Wilbur often thought of Charlotte.,5
"ᏙᎩᏃᏣᏝ ᎦᏓᏁᏍᏙ ᎨᏒ, ᎠᏆᏛᏅ.","We’re famous for our moisture, I said.",7
ᎤᎷᏨ ᎤᏩᏅ.,He came over and sat down.,6
“ᏫᎵᎻ!” ᏭᏯᏅᎮ.,“Wilbur!” she called.,3
ᎯᎠ ᎤᏉᏔᏗ ᏧᎬ ᎤᎵᏬᏨ ᎡᎰᎢ.,This fungus lives on a dead tree.,7
ᏦᏍᏓᏓᏅᏟᏃ ᎠᏴᏃ ᎡᏙᏓᎴ ᏃᏊ ᎣᏥᏓᏩᏛᏒ ᎩᏟ.,"So, my dad, my brother, and I followed the dog.",10
ᎢᏗᎦᏪᏍᏗ ᏕᎯᏔᏲᎯᎲ ᏕᎬᏃᎯᏏ.,“You asked for words and I brought them.,8
“ᎦᏙᏃ ᏱᏣᏓᏅᏖᏗ ᏗᏣᏌᏛᏗ ᎠᎵᏍᏓᏴᏗ?”,Why should you worry about trapping food? Wilbur sighed.,9
"“ᏥᏗᏤᎾ, ᏗᏥᏲᏟ!” ᎤᏦᏱᎴᎢ.","“Come back, children!” he cried.",5
VIII. ᏚᏁᏅᏒ ᏚᎾᏟᏃᎮᎸ,VIII. A Talk At Home,5
"ᏧᏐᏱᎭ ᎨᏎ ᎢᎦ, ᎠᏗᏍᎨ ᎠᏌᎻᏓ.","The days were all alike, Smith said.",7
ᎤᎶᏐᏁ ᎪᎳ ᏎᎦᏨᎯ.,The winter ended at last.,5
”ᎤᎸᏂᏗᏍᎩ ᏥᏍᏕᏥ!” ᎤᏪᎵᏎ ᏫᎵᎻ.,“That crazy rat!” thought Wilbur.,5
ᎤᏬᏚᏨ ᎤᏉᏔᏗ ᎠᏩᏔ ᎠᎵᏰᎾ.,Asmeret has found a beautiful fungus.,6
ᏧᎾᏓᎸᎯ.,The killers.,2
"“ᎭᏩ,” ᎤᏛᏁ ᏥᏍᏚ, “ᎢᏕᎾ.”","Alright, said rabbit, let's go.",5
ᏧᏬᏚᎢ ᏓᎭᏃᏍᏗ ᎨᏒ.,It was a splendid outfit.,5
ᎡᎳᏗ ᎦᏙ ᎠᏆᏚᎵ ᏗᏥᏅᏗ.,I want to lay them low on the ground.,9
"”ᎬᎪᏩᏔ ᎾᏛᏁᎲᎢ,” ᎤᏛᏁ ᏌᎳᏓ.","“Let's see you do it,” said Charlotte.",7
ᎠᎩᏥ ᏥᎨᏒ ᎠᏌᏛᎥᏍᎩ ᎨᏒ.,My mother was a trapper before me.,7
ᏤᏍᏗ ᏱᏨᏅᎨᏍᏗ ᏃᎴ ᏤᏍᏗ ᏱᏣᏓᏅᏖᏗᏍᎨᏍᏗ!,Never hurry and never worry!,5
"ᎯᎠᏃ ᏂᎬᏩᏪᏎᎴᎢ, ᏗᏍᎩᎾᏝᎢ, ᎠᏍᎪᎯ ᎢᏳᏓᎨᏛ ᏕᎤᎭ--","And they said unto him, Lord, he hath ten pounds.",10
ᎭᏫᏂ ᎤᏛᎸᎮ ᏫᎵᎻ.,Wilbur breathed deeply.,3
ᎣᏍᏓ ᏱᎨᏎ ᎯᎸᎯᏴ ᏗᏥᎪᎥ ᏱᎨᏎ ᏚᏅᏓᏒ ᎤᏛᏅ.,I wish I’d never laid eyes on them.,8
ᎤᏍᎦᏍᏓᏁᎴ ᏫᎵᎻ.,Wilbur was frantic.,3
”ᎧᏅᏂᏍᎩᏕᎩ ᏌᎳᏓ?” ᎤᏛᏛᏁ ᏲᎾ ᎤᏤᏍᏙ ᎤᏥ.,“Charlotte is a spider?” asked Fern’s mother.,7
ᎯᎠ ᎢᎾᏓ.,This is a snake.,4
ᏚᎧᏔᏍᏔᏁᎢ. ᎡᏝᏪ ᎨᏎ ᏎᎦ.,He closed his eyes and was silent for a while.,10
ᎦᏙᏃ ᏯᎫᏕᏯᏙᏓᎾ?,Why bother?,2
”Ooomp!” ᎤᎵᏰᏔᏁ.,“Ooomp!” he grunted.,3
"ᎬᏂᎨ ᏱᎨᏎ, ᏳᏩᏁᎦ, ᎬᏂᎨᎢ ᏃᎴ ᏧᏓᎴᏅᏓ ᎩᎦ ᎤᏁᎯ ᏱᎨᏎ.",If he were Negro that would make him an octoroon.,10
ᎡᎵᏍᏗ ᏦᏍᎪᎯ ᎢᎦ ᏧᏂᏑᎸᏓ ᏧᎾᏕᎾᏅᎯ ᏕᏥᎦ.,I must have eaten the remains of thirty lunches.,9
"“ᎤᏙᎯᏳᎯ, ᏥᎦᏔᎭ,” ᎤᏛᏁ ᏣᏄᏏ.","“Sure. Sure I do,” said Lurvy.",6
ᎤᏓᎾᏏᏅᏔᏁᎢ ᏧᏪᏥ ᏗᎦᏅᏙᏗ ᏗᎦᏓᎥᎢ ᎢᏳᏓᏅᎯᏓ.,He crept along till he reached the egg sac.,9
ᏍᏆᎳᎯᎨ ᎭᏅᎦ ᎤᎵᏍᎨᏛ ᎨᏒᎢ.,"Summarize the relevant sections, please.",5
"ᎨᏍᏗᎭ ᏥᏔᎷᎩᏍᎩ ᏱᎩ, ᎠᏎᏃ ᏰᎵᏉ ᏱᏂᎦᏛᎦ.","I’m not as ﬂashy as some, but I’ll do.",9
"“Ꭳ, Ꭵ ᎤᏙᎯᏳᎯ,” ᎤᏛᏁ ᏫᎵᎻ.","“Oh, yes indeed,” said Wilbur.",5
ᎤᏒᎯᏰᏱ ᏓᏘᏍᎬ ᎦᎴᏫᏍᏗᎭ ᎢᎾᎨᎢ ᎾᎥᎢ,Stopping by Woods on a Snowy Evening,7
ᎧᎩᏳᏍᏗ ᏌᎳᏓ?”,“Who's Charlotte?”,2
"ᏚᏂᎵᏦᏩᏛ, ᎢᎦᏓ ᎠᏂᎨᏯ ᎤᏅᏌ ᏚᎾᏓᎸ.","In the camps, some of the women killed themselves.",9
ᎤᏃᏕᎾ?”,Sheep?”,1
ᎤᏛᏅ.,she said.,2
ᎢᎦᏓᏅᏖᏗ ᎢᎦᏛᏁᏗ ᏓᎩᏏᎳᏛᎢ.,I need new ideas for the web.,7
ᎨᏍᏗ ᏯᏆᏓᏚᎦ ᏁᎳᎩ ᎠᏇᎵᏍᏗ.,Absolution was outside my range of talents or responsibilities.,9
ᎠᏆᏟᏂᎬᏁᎸ ᎣᎯᏍᏙᏗ ᏗᏟᎯ ᎢᏯᏆᎵᏍᏙᏗ.,And I had done my best to be a warrior.,10
ᏕᏥᏯᏙᎯᎲ ᏄᎾᏛᏁᎸ ᏗᎾᏓᎯ.,I was just assigning theoretical parts for the killers.,9
"ᎤᎵᏍᎩᏃᎳᏓ, ᎠᏛᎩᏍᎨ ᏗᎾᎢᏒ.","When he paused, he could hear them coming.",8
ᎤᎿᏛ ᏚᏂᏙᎬ ᏥᏍᏚ ᎠᎴ ᏌᎶᎵ ᏭᎷᏤ ᏙᏯ.,"There, where rabbit and squirrel stood, Beaver arrived.",8
ᏂᎪᎯᎸᎾ ᏰᎵ ᎢᏯᏂ ᎤᎾᏓᏓᏍᎩᏎᎢ.,Pretty soon quite a crowd had gathered.,7
"“ᎣᏍᏓᏗ ᎭᏓᏍᏕᎵᏍᎩ,” ᎤᏛᏁ ᏌᎳᏓ.","“You’ve been very helpful,” Charlotte said.",6
"“Ꮩ ᎤᏍᏗ, ᏙᏯ?” ᎤᏛᏁ ᏥᏍᏚ.","what is it, Beaver? said Rabbit.",6
ᏗᏂᏃᎨᏅ ᎭᏫᏂᏨ ᏃᎴ ᏩᏍᏗ ᎢᏳᏍᏗ ᎠᏂᏒᎨ ᎠᎾᏓᏍᏓᏩᏕᎩ.,The whole bunch of followers smelled of armpits and ramps.,10
ᎪᎱᏍᏗᎨ ᎢᏥᏂᎬᎦ?,Is there anything you need?”,5
"“Ꮀ,Ꮀ.","“Ho, ho.",2
ᎩᏟ ᎠᏓᎯ ᏥᏂᎦᏪᏍᎪ ᏂᏓᏳᏪᏒ.,It sounded like a puppy barking.,6
